input_id,item,provider,was,now,amount
COMPRAS|66554732|243355|1,FRAGUE ACRILICO CAFE OSCURO SIKA C710 300ML -@,DORIS IVONNE CASTILLO KANTER,ADM-1.6,EXP-1.1,2078.0
COMPRAS|81201000K|25941724|12,GALLETA GRETEL COSTA YOGHURT FRUT 85 G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,2900.0
COMPRAS|81201000K|25941724|13,GALLETA COSTA FIESTA CHOCOCHIPS 125 G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1920.0
COMPRAS|81201000K|25941724|14,GALLETA DEU SCONES 250GRS.,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,4980.0
COMPRAS|81201000K|25941724|15,GALLETA DONUTS COSTA NARANJA BITER 100 G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,2900.0
COMPRAS|81201000K|25941724|17,GALLETA TUAREG COSTA 120 G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1460.0
COMPRAS|81201000K|25941724|18,GALLETA BIPACK TRITON VAINILLA 2X95G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,2000.0
COMPRAS|81201000K|25941724|19,GALLETA BIPACK TRITON CHOCOLATE 2X95G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,2000.0
COMPRAS|81201000K|25941724|21,GALLETA COSTA OBSESION MENTA 85GR,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1190.0
COMPRAS|815376005|43655896|1,"CERVEZA CRISTAL 12 X 350 CC LATA G 4,6",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,13312.0
COMPRAS|815376005|43655896|2,"CERVEZA CERO ALCOHOL CRISTAL 350 CC LATA G 0,0",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,7116.0
COMPRAS|815376005|43655896|3,"CERVEZA CRISTAL RADLER CERO 350 CC LATA G 0,0",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,7116.0
COMPRAS|815376005|43655896|6,COCA COLA SIN AZUCAR DESECHABLE 3 LT,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,8032.0
COMPRAS|810941006|29936574|4,VISION CLARA MANZANA SONAX 250ML,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,ADM-1.2,EXP-1.1,3991.0
COMPRAS|810941006|29936592|1,VISION CLARA MANZANA SONAX 250ML,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,ADM-1.2,EXP-1.1,3991.0
COMPRAS|815376005|43887519|6,AZUCAR GRANULADA IANSA 1 KG,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,4874.0
COMPRAS|815376005|43887519|9,"GALLETA DONUTS COSTA 100 GR, BITTER",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1681.0
COMPRAS|815376005|43887519|10,"GALLETA TUAREG COSTA 120 GR, ORIGINAL",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1008.0
COMPRAS|815376005|43887519|11,GALLETA GRETEL PIE DE LIMON COSTA 85 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2336.0
COMPRAS|815376005|43887519|12,GALLETA CHAMPANA GULLON 200 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2429.0
COMPRAS|815376005|43887519|13,GALLETA CHAMPANA ORIGINAL TENTO 100 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1000.0
COMPRAS|815376005|43887519|15,"GALLETA COSTA 125 GR, CHOCO CHIPS",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1597.0
COMPRAS|815376005|43957611|2,GALLETA CHAMPANA COSTA 140 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1672.0
COMPRAS|815376005|43957611|3,"GALLETA COSTA 125 GR, CHOCO CHIPS",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1597.0
COMPRAS|815376005|43957611|5,GALLETA GRETEL PIE DE LIMON COSTA 85 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2336.0
COMPRAS|815376005|43957611|7,GALLETA LIMON MCKAY 120 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1613.0
COMPRAS|815376005|43957611|8,"GALLETA COSTA 140 GR, MANTEQUILLA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1597.0
COMPRAS|815376005|43957611|11,"GALLETA GRETEL COSTA 85 GR, YOG FRUTILLA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2336.0
COMPRAS|815376005|43957611|12,"GALLETA COSTA 125 GR, COCO",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1597.0
COMPRAS|815376005|43957611|13,"TRIPACK GALLETA TRITON 3X116 G, VAINILLA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2092.0
COMPRAS|815376005|43957611|14,"GALLETA DONUTS COSTA 100 GR, BITTER",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2521.0
COMPRAS|815376005|43957611|15,"GALLETA TRITON MCKAY 116GR, FRUTILLA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1378.0
COMPRAS|815376005|43957611|16,"GALLETA TRITON MCKAY 116GR, VAINILLA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1378.0
COMPRAS|815376005|43957612|2,COCA COLA DESECHABLE 591 CC,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,912.0
